0,0
0.88379,0.99889
0.88498,0.99776
0.87937,0.99773
0.88155,0.99771
0.87618,0.99769
0.88047,0.99766
0.87957,0.99764
0.88148,0.99761
0.8795,0.99759
0.88476,0.99756
0.88421,0.99753
0.88328,0.99751
0.88269,0.99748
0.88288,0.99745
0.8796,0.99742
0.88212,0.99739
0.88232,0.99736
0.88007,0.99733
0.88305,1
0.87424,0.99726
0.87185,0.99861
0.87528,0.99719
0.87752,0.99858
0.88324,0.99712
0.89093,0.99708
0.88237,0.99704
0.88261,0.997
0.88009,1
0.88118,0.99692
0.88,0.99687
0.87256,0.99842
0.87943,0.99678
0.87722,0.99674
0.87929,0.99669
0.87643,0.99664
0.87406,0.99659
0.87883,0.99827
0.88114,0.99648
0.87439,0.99642
0.87456,0.99636
0.87405,0.9963
0.86581,0.99812
0.8686,0.99618
0.86925,0.99805
0.87044,0.99604
0.86814,0.99597
0.87554,0.99795
0.8775,0.99582
0.86881,0.99574
0.87413,0.99565
0.86889,0.99778
0.87246,0.99548
0.87249,0.99769
0.87472,0.99764
0.86768,0.99759
0.88469,0.99754
0.87606,1
0.8809,1
0.8868,1
0.88244,1
0.8878,1
0.87468,1
0.88702,1
0.88596,1
0.88826,1
0.88042,1
0.89345,1
0.88515,1
0.88466,1
0.88629,1
0.8848,1
0.88782,1
0.89799,1
0.88073,1
0.88898,1
0.8779,1
0.888,1
0.88877,1
0.88827,1
0.86732,1
0.87381,1
0.87412,1
0.86569,1
0.87309,1
0.87966,1
0.88528,1
0.87667,1
0.88278,1
0.86795,1
0.86818,1
0.86152,1
0.84556,1
0.85231,1
0.8369,1
0.84286,1
0.83667,1
